,text
176,ik heb sinds een tijdje een wit lichtroze plekje op mijn arm het is een keer gaan bloeden en nu zit er een wit plekje dit was na een voetbalwedstrijd nu weet ik niet of het een litteken is of niet het is een klein rondje van ong 4 mm en voor de rest zit er niks geen schilering of iets anders wat zal ik doen ik ben 18 jaar
177,ik heb sinds een week steken vanuit me borsten deze komen van de zijkant en trekken door mijn borsten heen beide borsten zijn gevoelig en rondom de borsten doet pijn 
178,ik heb sinds gister in de middag plotseling allemaal kleine bultjes over mijn hoofd niet voorhoofd ze jeuken niet en ze zijn niet goed te zien maar je kan ze wel goed voelen iemand enig idee wat dit is normaal is mijn gezicht glad en zacht 
179,ik heb sinds kort een gek eczeem in mijn lies het is roos en ziet er branderig uit het zit ook onder op mijn ballen ik smeer er nu sudocrã me op ik heb nog geen seks gehad dus het kan geen soa zijnâ wat is dit en wat kan ik er aan doen 
180,ik heb sinds kort een rare plek op mijn bovenarm het is nogal droog maar bloed of jeukt niet ik twijfel om naar de huisarts te gaan en of het echt iets is wat kan ik het beste doen en wat kan het zijn 1483355532520 1056108751 jpg
181,ik heb sinds korte tijd enkele bultjes bij mijn bikinilijn en grotere rode bulten op mijn billen die op mijn billen voelen een beetje als pukkels heel vreemd wat is dit 
182,ik heb sinds vanmorgen rode vlekjes aaan de binnenkant van mijn bovenarmen wat kan dit zijn 
183,ik heb steeds kleine blaasjes op mijn vingers met vocht en daarna droogt het uit ik denk blaasjes eczeem maar wat kan ik hieraan doen 
184,ik heb veel van deze velletjes onder en tussen mijn tenen heeft u tips om deze tegen te gaan ik verzorg mijn voeten goed dus daar kan het niet aan liggen 
185,ik heb wratten op geslachtsdeel en me vrouw heeft het ook gekregen van mij wat kan ik er aan doen ik heb het al een jaar ik dacht dat het vanzelf weg ging 
186,ik heb zo n droge huid op de wangen dat ik me vrijwel om de paar uur moet insmeren met vette nachtcrã me om een trekkerig of jeukend gevoel te voorkomen zeer veel crã mes geprobeerd maar alles trekt te snel in iemand hier ervaring of tips 
187,ik krijg het laaste jaar overal striemen ik begrijp totaal niet hoe dit kan ik ben 24j en mannelijk ik ben zeker niet te dik ben helemaal niet bijgekomen valt hier iets tegen te beginnen want het word vreselijk erg 
188,ik weet niet wat ik heb ik schrok me dood toen ik merkte dat er vlekken waren op mijn vagina en er rond wat zou dit zijn ik heb foto s gemaakt maar ik kan ze blijkbaar hier niet opzetten
189,in een paar weken tijd heb ik 3 blaren op 1 hak opgelopen die elkaar overlappen deze blaren heb ik alle 3 doorgeprikt omdat ik anders heel moeilijk kon lopen nu is mijn hak heel erg rood en ook pijnlijk kan ik hier iets aan doen behalve er zo min mogelijk op lopen 
190,ingetrokken tepel pijn huisarts heeft het gister onderzocht geen zorgen wel een echo 6 februari moet dat niet eerder 
191,jeuk op voeten
192,joi ik ben 14 jaar en k heb een donkere plek stip op me enkel het doet geen pijn het is zegmaar op me enkel groetjes elcnar
193,kind met huiduitslag jeuk en brandende huid
194,kleinkind heeft hand voet en mondziekte gisteren haar luier verschoond en nu heb ik zelf pijnlijke blaasjes op mijn handen kan dit daar van gekomen zijn 
195,mijn dochter had plotseling jeuk op haar rug en daar bleken ineens een aantal bultjes te zitten het ziet er rood gezwollen uit met in het midden allemaal witte puntjes weet iemand waar dit vandaan komt en door wat ik zal enkele foto s toevoegen van de bulten 
196,mijn dochter van 3 heeft rode bultjes op haar huid alleen gezicht armen benen wat zou dit kunnen zijn ze loopt wel soms te hoesten maar verder is ze prima we zijn net terug van een vakantie in frankrijk 
197,mijn dochter werd vanmorgen wakker en had vreemde bruine vlekken op haar handen we hebben haar hele bed nagekeken maar we konden niets vinden we hebben de vlekken voor een groot gedeelte af kunnen wassen wat zijn deze bruine vlekken en hoe komt ze er aan 
198,mijn dochter werd vanochtend wakker met een blaasje op haar kin die vanzelf open ging zojuist zagen we dat er weer een blaasje op haar wang is helaas is onze huisarts gesloten wellicht dat iemand weet wat te doen img 20170804 wa0001 jpg img 20170804 wa0003 jpg
199,mijn dochtertje aziatische huid van 2 jaar heeft sinds enkele weken droge schilferige plekjes in het gezicht met name net onder de oren als de schilfertjes zijn afgevallen blijft er een witte plek achter zonder pigment dus iemand zei me dat dit omgekeerd pigment is wie herkent dit 
200,mijn gezicht voelt rauw en branderig aan er zitte allemaal hele kleine bultjes op maar het is niet rood heb ook niet in de zon gelegen geen andere zeep of gezichtsproducten
201,mijn huidporien vallen erg op ze zijn heel groot en ik ben gevoelig voor acne door mijn vette huid heeft iemand een therapie hiertegen een peeling en dermabrasie heb ik al geprobeerd in het verleden maar de porien worden niet kleiner of minder zichtbaar ook heb ik een creme die minimizer heet volgens mij van clinique geprobeerd zonder resultaat heeft iemand de gouden tip bedankt alvast groet van puck
202,mijn jongste zoontje 7 heeft waterwratjes onder zijn oksel en op zijn buik weet iemand hoe je die het beste kunt behandelen 
203,mijn linker tepel gaat elke keer naar binnen wat kan dit betekenen ik ben moeder van 3 kinderen en ik 26 jaar oud
204,mijn man heeft al eens gordelroos gehad en nu heeft hij weer pukkeltjes blaasjes op z n rug hij heeft net ook spit gehad en misschien daarom minder weerstand de plekjes jeuken en doen een beetje pijn ik dacht aan gordelroos maar kan je dat vaker dan 1x krijgen 
205,mijn man heeft een steenpuist op zijn zitvlak deze is erg rood en rondom verhard de puist zweer is nog niet â rijp mijn man is 47 jaar gebruikt geen medicijnen hij heeft een zittend beroep 
206,mijn zoon heeft de linkerborst dikker dan de rechter ik voel dat het bot schuin onder de linkertepel dikker is dan rechts komt zoiets meer voor kan ik het scharen onder de hormoonhuishouding en zit daar bijvoorbeeld een groeischijf zo af en toe heeft hij een dag last van de tepel 
207,mijn zoon van 10 heeft sinds 3 dagen aan beide kanten van het lichaam huiduitslag lopend van de oksel tot aan de heup in een rechte strook het jeukt of brand niet iemand een idee wat dit kan zijn 
208,mijn zoontje heeft krentenbaard en gebruikt nu 1week antibioticacreme hiervoor alleen is er geen verandering buiten dat de roodheid verdwenen is is het normaal dat het nog niet minder word 
209,onlangs 30 km gelopen oefenen voor de vierdaagse bij thuiskomst zag ik rode vlekken op de binnenzijde van de onderbenen net boven de enkel wat is dit 
210,onze zoon heeft een tekenbeet een grote rode vlek rondom knie met een doorsnede van ongeveer 20 cm vanaf vrijdag heeft hij antibiotica is het zinvol om een nog bloedonderzoek te doen hij is 6 jaar heeft verder geen klachten behalve geregeld buikpijn zonder kramp 
211,pijnlijke grote witte puist op bovenlip huid eromheen rood en dik geen koorts mu 2 dgn geen medicatie gebruik is ab wat 
212,pijnlijke hoofdhuid onlangs shampoo en een emulsie gekregen deze laatste gebruik ik nu om de dag helaas heeft dit het probleem niet verholpen mijn vraag is zelfs voel ik iets op mijn huid of voel ik iets in mijn hoofd vooral s nachts word ik soms wakker van de pijn 
213,rode stippen op huid dat steeds erger word en heel erg veel jeukt wat kan ik er aan doen 
214,rode vochtige plek bij onderkant buik wat kan ik het beste doen 
215,rood bruine kortstjes en af en toe prikkende tepel wat is dit en wat verder te doen 14 jaar einde van ongestelheid 
216,sinds 2 wkn last van uitslag begint met een klein bulltje en wordt daarna grote rode vlek het komt en gaat nu last rondom mijn buik het lijkt well of ik in de brand staat wat kan dat zijn het zit over mijn hele lichaam maar dan gelijkelijk 
217,sinds 3 dagen last van jeuk de zwart groene puntjes lijken naar mijn idee uit elkaar te poppen dit hoor je ook als je goed luisterd daarna komen er een soort stofjes minuscule spinnetjes uit die bijten zitten over heel het lichaam en hecht zich ook aan textiel kleding etc 
218,sinds afgelopen zomer heb ik een knobbeltje in mijn nek het rare is dat hij er soms wel is en soms ook niet ik heb er geen last van ook niet wanneer ik er op druk weet iemand wat dit is 
219,sinds een aantal dagen heb ik deze vlekjes ontdekt ze zitten onder mijn huis van mijn rechter voet en doen geen pijn ik vraag me wel erg af wat het is kunt u mij helpen 
220,sinds een paar dagen heb ik een rood plekje met een wit schilfer randje bij de schaamstreek wat is het en hoe kom ik er vanaf 
221,bij spugen komt bloed uit
222,sinds een tijd heb ik last van enkele rode rond de anus schuurplekken enig idee wat dit kan zijn 0w9oev8 png hua6ep3 png
223,sinds ik terug ben gekomen van vakantie in indonesiã heb ik op mijn scheenbeen en knie jeukende bultjes inmiddels een week later zijn ze nog niet minder geworden
224,sinds kort heb ik last van 2 relatief grote vlekken naast mekaar onder mijn schouder en 1 kleinere naast mijn knie deze zijn plotseling gekomen er was dus geen stoot of blauwe plek mvg
225,sinds ongeveer 1 week heb ik plekjes over mijn lichaam voornamelijk mijn romp begon bij mijn lies met een wat grotere plek jeukt niet echt maar is wel vele malen erger geworden binnen een week 
226,sinds paar dagen pijn en jeuk in voet niet dik warm of rood wel rare rode vlekken onder m n voet op advies huisarts 3 x per dag paracetamol er is bloed geprikt maar ondanks de paracetamol wordt het niet beter nog steeds pijn en jeuk kan amper op de voet staan 
227,sinds twee weken heb ik nu last van gevoelige branderige plekken op m n huid rond m n middel links naast m n navel en op m n rug het voelt alsof het verbrand is heel gevoelig bij aanraking of als kleding erlangs schuurt er is echter niets te zien op m n huid 
228,sinds vanmorgen heb ik een grote harde vlek op mijn been die gloeit heel erg onderbeen is ook dik heb me niet gestoten wat kan dit zijn 
229,veel last van hoofdpijn en tegelijkertijd jeuk aan borsten tepel wat kan dit zijn 
230,vlek in de hals geen medicijngebruik heeft er nooit gezeten 55 jaar 
231,vrouw 25 jaar hallo ik heb een bultje tussen mijn vagina en mijn anus heb loop er nu al een tijdje 3 maanden mee het doe ook zeer als ik eraan zit durf niet echt naar de dokter dus daarom eerst kijken of ik hier geholpen kan worden 1528672364836_20180611_001834 jpg
232,wat is dat overal op mijn lichaam heb ik grote rode schilverigge plekken en jeuk
233,kroon
234,wie kan mij n man helpen hij heeft enorme zweetvoeten een gevolg van oververhitte voeten in de winter heeft hij hier minder last van maar nu het warmer begint te worden t is echt niet te doen zijn zolen zijn ook altijd week vol putten en een zachte huid we hebben al poeders en zalf geprobeerd maar misschien is er toch een betere oplossing 
235,wondjes aan vingermet gele vlek eromheen dik en rood beweeglijkheid vinger is goed wat het beste te doen 
236,zoontje van 4 5 wordt wakker met rode vlekken alsof ie verbrand is ze jeuken en doen pijn heeft bultjes wat op muggenbulten lijken tevens is zijn gezichtje wat opgezwollen
237,hallo ik ben jonge van veertien ik heb al 2 weken last van mijn tepels vooral bij de rechter hij is ook beetje gezwollen 
238,hallo ik heb sinds een paar dagen kleine bobeltjes op mijn handen en armen gewoon kleine bobbeltjes geen kleur maar wel tamelijk veel het jeukt ook niet en heb er geen last van weet iemand wat dit is michiel
239,oprispingen braak neigingen bloed bij braaksel obstipatie en bloed bij ontlasting
240,hallo ik heb soms een jeukende pigmentvlek en ook soms jeuk bij en op mijn moedervlek maar ziet er voor de rest gewoon normaal uit maar heb ook gewoon jeuk op andere plekken op het lichaam moet ik mij meteen hierover zorgen gaan hebben of niet gelijk nodig want ben geen zon aanbidder
241,hallo ik heb van die lichte vlekken op mijn huid in de buurt van mijn schouder het lijkt wel op melasma maar nu jeukt die soms wat kunnen hier de oorzaken van zijn en moet ik mij zorgen gaan maken het is niet de hele dag door maar afentoe ik smeer er soms nivea op
242,hallo soms heb ik jeuk op mijn huid op verschillende plekken maar niet de hele dag door is dit erg
243,hallo ik heb sinds een paar dagen heel erge jeuk en brandend gevoel bij mijn vagina vooral tussen mijn clit en de anus ik heb een gevoel dat het van inwendig komt want daar voel ik het het meeste kan iemand mij helpen wat het zou kunnen zijn of misschien tips alvast bedankt gr naomi
244,hallo ik ben bijna 38 jaar en een jonge moeder van een zoon van 9 ik krijg al meer rimpels in mijn gezicht vooral naast mijn mond frons en voorhoofd vindt het vreselijk wie weet wat erg goed helpt bv schoonheidsspecialiste creme of botox help
245,heb enkele maanden een klein bobbeltje met witte harde substancie erin is niet pijnlijk zoals een puist zou graag willen weten wat het is en hoe het weg gehaald kan worden omdat het op een genante plek zit wil ik er niet mee naar huisarts 
246,heb sinds kort jeuk tussen me tenen en ook vochtiig hoekan dit
247,hoi ik ben een jongen van 15 ik heb honderden witte puntjes vlekjes op mijn penis balzak verder heb ik geen last heb het al rond de 2 en een half jaar is het een soa kan iemand alsjeblieft reageren
248,hoi ik heb een week geleden een henna tattoo laten zetten en kreeg daar na een week veel jeuk aan nu blijkt dus dat het een allergische reactie is moet ik hiermee naar de huisarts 
249,hou nadat psoriasis weg is getrokken witte pigmentvlekken over wie heeft hier ervaring mee 
250,ik ben 9 jaar zit ineens vol met rode vlekken ze jeuken zitten in mn nek benen rug zij wil weten wat dit is
251,ik een klein bultje bij mn linkerbal van 5 mm doet geen pijn maar als ik er een paar keer in knijp word ie kleiner wat is dit
252,ik gebruik soms weleens bodymist kan ik dat gewoon zonder problemen op mijn huid spuiten zonder huidproblemen te krijgen
253,ik heb al een enige tijd dat er ether uit mijn tepels komt ik ben hiervoor nog niet naar de dokter geweest maar moet ik mij hier zorgen over maken 
254,ik heb al een vaker steenpuisten gehad het is niet makkelijk weghalen als je wil uitknijpen doet echt heel erg pijn dan als iemand jou gaat slaan ik moest naar spoed naar ziekenhuis hun zeiden beter operatis toen was die weg lang neit meer gehad nu is die terug gekomen weet jullie waarom omdat als je te veel vet eet of iets anders je kunt niet makkelijk zitten of staan of rekken maak niet uit
