;text
162;Ik heb nu al 5 dagen een lichte uitslag onder mijn beide oksels, ik denk dat deze komt door de wrijving met mijn t shirt want ik heb vorige week een dag zware arbeid verricht. De uitslag jeukt niet en doet geen pijn. Kan dit of is het iets anders ?
163;Ik heb nu al een week last van rode plekken die heel erg jeuken. Het lijkt net alsof ik geprikt ben door een brandnetel, en het jeukt ongelofelijk. wat moet ik doen?
164;Ik heb op mijn armen en benen allemaal blauwe plekken, niet zo groot en niet gevoelig of gestoten. Wat kan dit zijn?
165;Ik heb op mijn armen en in mn nek rode bultjes die heel erg jeuken. Ook ben ik ligt verbrand
166;Ik heb op mijn rechter wang helemaal vol met waarschijnlijk koortsblaasjes is dat besmettelijk of kan het kwaad?
167;Ik heb op verschillende plekken op Mijn lichaam uitslag en ik vroeg me af of iemand weet wat dit is
168;Ik heb opeens rode vlekkerige uitslag in nek en bovenkant borst. Deze is gisteren ontstaan. Zitten ook kleine witte bultjes op. Heb niet geschoren ofzo. Wie herkent dit?
169;Ik heb regelmatig last van rode geÃ¯rriteerde navel. Is pijnlijk een ruikt niet fris. Wat kan ik het beste doen om dit tegen tegaan
170;Ik heb sinds 3 dagen vreemde bultjes aan de binnenkant van mijn enkel/onderbeen. Er zit ook een bult onder de huid op die plek. Iemand een idee wat dit is en hoe ik er vanaf kom?
171;Ik heb sinds 4 weken een doof gevoel aan linkerkant van mijn huid op mijn kin. Geen pijn en ook niet aan de binnenkant. Wat kan dat zijn? Mvg Ans
172;Ik heb sinds begin deze week aan de binnenkant van mijn lippen een irritatie. Het zijn bultjes en het voelt branderig aan. War te doen?
173;Ik heb sinds een jaar ongeveer horizontale ribbels in mijn teennagels. Ook zijn ze een beetje geel van kleur en laten ze een beetje los.
174;Ik heb sinds een paar dagen een rode vlek op mijn buik. Eerst dacht ik dat het een moedervlek was maar nu komt er een soort van bultje op. Ik heb er geen jeuk of pijn aan. Moet ik er dan toch mee naar de dokter image.jpg
175;Ik heb sinds een paar dagen netelroos vlekken op mijn benen die ontzettend erg jeuken, en sinds vandaag ook aan de diarree. Is dit een alergische reactie ergens op?
176;Ik heb sinds een tijdje een wit/lichtroze plekje op mijn arm. Het is een keer gaan bloeden en nu zit er een wit plekje. Dit was na een voetbalwedstrijd. Nu weet ik niet of het een litteken is of niet. Het is een klein rondje van ong 4 mm en voor de rest zit er niks. geen schilering of iets anders. Wat zal ik doen? ik ben 18 jaar
177;Ik heb sinds een week steken vanuit me borsten, deze komen van de zijkant en trekken door mijn borsten heen. Beide borsten zijn gevoelig en rondom de borsten doet pijn.
178;Ik heb sinds gister in de middag plotseling allemaal kleine bultjes over mijn hoofd (niet voorhoofd), ze jeuken niet, en ze zijn niet goed te zien, maar je kan ze wel goed voelen. Iemand enig idee wat dit is? Normaal is mijn gezicht glad en zacht.
179;Ik heb sinds kort een gek eczeem in mijn lies. Het is roos en ziet er branderig uit. Het zit ook onder op mijn ballen. Ik smeer er nu SudoCrÃ¨me op. Ik heb nog geen seks gehad, dus het kan geen SOA zijnâ€¦. wat is dit, en wat kan ik er aan doen?
180;Ik heb sinds kort een rare plek op mijn bovenarm. Het is nogal droog maar bloed of jeukt niet. Ik twijfel om naar de huisarts te gaan en of het echt iets is. Wat kan ik het beste doen? En wat kan het zijn? 1483355532520 1056108751.jpg
181;Ik heb sinds korte tijd enkele bultjes bij mijn bikinilijn en grotere rode bulten op mijn billen. Die op mijn billen voelen een beetje als pukkels, heel vreemd. Wat is dit?
182;Ik heb sinds vanmorgen rode vlekjes aaan de binnenkant van mijn bovenarmen, wat kan dit zijn?
183;Ik heb steeds kleine blaasjes op mijn vingers met vocht en daarna droogt het uit ik denk blaasjes eczeem maar wat kan ik hieraan doen?
184;Ik heb veel van deze velletjes onder en tussen mijn tenen. Heeft u tips om deze tegen te gaan? Ik verzorg mijn voeten goed dus daar kan het niet aan liggen.
185;Ik heb wratten op geslachtsdeel en me vrouw heeft het ook gekregen van mij wat kan ik er aan doen ik heb het al een jaar ik dacht dat het vanzelf weg ging?
186;Ik heb zo'n droge huid op de wangen, dat ik me vrijwel om de paar uur moet insmeren met vette nachtcrÃ©me om een trekkerig of jeukend gevoel te voorkomen. Zeer veel crÃ©mes geprobeerd, maar alles trekt te snel in. Iemand hier ervaring of tips?
187;Ik krijg het laaste jaar overal striemen, ik begrijp totaal niet hoe dit kan? ik ben 24j en mannelijk, ik ben zeker niet te dik, ben helemaal niet bijgekomen. valt hier iets tegen te beginnen? want het word vreselijk erg!
188;Ik weet niet wat ik heb, ik schrok me dood toen ik merkte dat er vlekken waren op mijn vagina en er rond. Wat zou dit zijn? Ik heb foto's gemaakt maar ik kan ze blijkbaar hier niet opzetten
189;In een paar weken tijd heb ik 3 blaren op 1 hak opgelopen die elkaar overlappen. Deze blaren heb ik alle 3 doorgeprikt omdat ik anders heel moeilijk kon lopen. Nu is mijn hak heel erg rood en ook pijnlijk. Kan ik hier iets aan doen behalve er zo min mogelijk op lopen?
190;Ingetrokken tepel, pijn, huisarts heeft het gister onderzocht, geen zorgen wel een echo 6 februari, moet dat niet eerder?
191;Jeuk op voeten
192;Joi. Ik ben 14 jaar en k heb een donkere plek, stip op me enkel. Het doet geen pijn. Het is Zegmaar op me enkel Groetjes, elcnar
193;Kind met huiduitslag jeuk en brandende huid
194;Kleinkind heeft hand voet en mondziekte.gisteren haar luier verschoond en nu heb ik zelf pijnlijke blaasjes op mijn handen.Kan dit daar van gekomen zijn?
195;Mijn dochter had plotseling jeuk op haar rug en daar bleken ineens een aantal bultjes te zitten, het ziet er rood gezwollen uit met in het midden allemaal witte puntjes, weet iemand waar dit vandaan komt en door wat? Ik zal enkele foto's toevoegen van de bulten.
196;Mijn dochter van 3 heeft rode bultjes op haar huid alleen gezicht/armen/ benen. Wat zou dit kunnen zijn? Ze loopt wel soms te hoesten, maar verder is ze prima. We zijn net terug van een vakantie in Frankrijk.
197;Mijn dochter werd vanmorgen wakker en had vreemde bruine vlekken op haar handen. We hebben haar hele bed nagekeken, maar we konden niets vinden. We hebben de vlekken voor een groot gedeelte af kunnen wassen. Wat zijn deze bruine vlekken en hoe komt ze er aan?
198;Mijn dochter werd vanochtend wakker met een blaasje op haar kin die vanzelf open ging. Zojuist zagen we dat er weer een blaasje op haar wang is. Helaas is onze huisarts gesloten wellicht dat iemand weet wat te doen. IMG 20170804 WA0001.jpg IMG 20170804 WA0003.jpg
199;Mijn dochtertje (aziatische huid) van 2 jaar heeft sinds enkele weken droge schilferige plekjes in het gezicht (met name net onder de oren). Als de schilfertjes zijn afgevallen blijft er een witte plek achter (zonder pigment dus). Iemand zei me dat dit omgekeerd pigment is. Wie herkent dit?
200;Mijn gezicht voelt rauw en branderig aan er zitte allemaal hele kleine bultjes op maar het is niet rood heb ook niet in de zon gelegen geen andere zeep of gezichtsproducten
201;Mijn huidporien vallen erg op, ze zijn heel groot (en ik ben gevoelig voor acne door mijn vette huid.) Heeft iemand een therapie hiertegen? Een peeling en dermabrasie heb ik al geprobeerd in het verleden maar de porien worden niet kleiner of minder zichtbaar. Ook heb ik een creme die minimizer heet volgens mij van clinique geprobeerd, zonder resultaat Heeft iemand de gouden tip? Bedankt alvast! groet van Puck
202;"Mijn jongste zoontje (7) heeft waterwratjes onder zijn oksel en op zijn buik. Weet iemand hoe je die het beste kunt ""behandelen""?"
203;Mijn linker tepel gaat elke keer naar binnen wat kan dit betekenen? Ik ben moeder van 3 kinderen en ik 26 jaar oud
204;"Mijn man heeft al eens gordelroos gehad en nu heeft hij weer ""pukkeltjes/blaasjes op z'n rug. Hij heeft net ook spit gehad en misschien daarom minder weerstand? De plekjes jeuken en doen een beetje pijn. Ik dacht aan gordelroos maar kan je dat vaker dan 1x krijgen?"
205;Mijn man heeft een steenpuist op zijn zitvlak, deze is erg rood en rondom verhard. De puist/zweer is nog niet â€˜rijp' Mijn man is 47 jaar gebruikt geen medicijnen. hij heeft een zittend beroep!
206;Mijn zoon heeft de linkerborst dikker dan de rechter. Ik voel dat het bot schuin onder de linkertepel dikker is dan rechts. Komt zoiets meer voor? Kan ik het scharen onder de hormoonhuishouding en zit daar bijvoorbeeld een groeischijf. Zo af en toe heeft hij een dag last van de tepel.
207;Mijn zoon van 10 heeft sinds 3 dagen aan beide kanten van het lichaam huiduitslag, lopend van de oksel tot aan de heup in een rechte strook. Het jeukt of brand niet. Iemand een idee wat dit kan zijn?
208;Mijn zoontje heeft krentenbaard en gebruikt nu 1week antibioticacreme hiervoor. Alleen is er geen verandering buiten dat de roodheid verdwenen is. Is het normaal dat het nog niet minder word?
209;Onlangs 30 km gelopen (oefenen voor de vierdaagse). Bij thuiskomst zag ik rode vlekken op de binnenzijde van de onderbenen, net boven de enkel. Wat is dit?
210;Onze zoon heeft een tekenbeet. Een grote rode vlek rondom knie met een doorsnede van ongeveer 20 cm. Vanaf vrijdag heeft hij antibiotica. Is het zinvol om een nog bloedonderzoek te doen? Hij is 6 jaar, heeft verder geen klachten, behalve geregeld buikpijn (zonder kramp)
211;Pijnlijke grote witte puist op bovenlip .Huid eromheen: rood en dik, geen koorts, mu 2 dgn, geen medicatie gebruik. Is AB wat?
212;Pijnlijke hoofdhuid. Onlangs shampoo en een emulsie gekregen. Deze laatste gebruik ik nu om de dag. Helaas heeft dit het probleem niet verholpen. Mijn vraag is zelfs: voel ik iets op mijn huid of voel ik iets in mijn hoofd? Vooral ,s nachts word ik soms wakker van de pijn.
213;Rode stippen op huid dat steeds erger word en heel erg veel jeukt wat kan ik er aan doen?
214;Rode vochtige plek bij onderkant buik, wat kan ik het beste doen ?
215;Rood/bruine kortstjes en af en toe prikkende tepel wat is dit? En wat verder te doen? 14 jaar einde van ongestelheid.
216;Sinds 2 wkn last van uitslag. Begint met een klein bulltje en wordt daarna grote rode vlek. Het komt en gaat. Nu last rondom mijn buik het lijkt well of ik in de brand staat. wat kan dat zijn. Het zit over mijn hele lichaam maar dan gelijkelijk.
217;Sinds 3 dagen last van jeuk, de zwart/groene puntjes lijken naar mijn idee uit elkaar te poppen (dit hoor je ook als je goed luisterd) daarna komen er een soort stofjes/minuscule spinnetjes uit die bijten. Zitten over heel het lichaam en hecht zich ook aan textiel/kleding etc.
218;Sinds afgelopen zomer heb ik een knobbeltje in mijn nek. Het rare is dat hij er soms wel is, en soms ook niet. Ik heb er geen last van, ook niet wanneer ik er op druk. Weet iemand wat dit is?
219;Sinds een aantal dagen heb ik deze vlekjes ontdekt. Ze zitten onder mijn huis van mijn rechter voet en doen geen pijn. Ik vraag me wel erg af wat het is. Kunt u mij helpen?
220;Sinds een paar dagen heb ik een rood plekje met een wit schilfer randje bij de schaamstreek. Wat is het en hoe kom ik er vanaf?
221;Bij spugen komt bloed uit
222;Sinds een tijd heb ik last van enkele rode rond de anus (Schuurplekken) Enig idee wat dit kan zijn? 0w9OEv8.png hUa6EP3.png
223;Sinds ik terug ben gekomen van vakantie in IndonesiÃ« heb ik op mijn scheenbeen en knie jeukende bultjes. Inmiddels een week later zijn ze nog niet minder geworden
224;Sinds kort heb ik last van 2 relatief grote vlekken naast mekaar onder mijn schouder en 1 kleinere naast mijn knie, deze zijn plotseling gekomen. Er was dus geen stoot of blauwe plek. mvg
225;Sinds ongeveer 1 week heb ik plekjes over mijn lichaam. Voornamelijk mijn romp. Begon bij mijn lies met een wat grotere plek. Jeukt niet echt maar is wel vele malen erger geworden binnen een week.
226;Sinds paar dagen pijn en jeuk in voet. Niet dik, warm of rood, wel rare rode vlekken onder m'n voet. Op advies huisarts 3 x per dag paracetamol (er is bloed geprikt). Maar ondanks de paracetamol wordt het niet beter. nog steeds pijn en jeuk. Kan amper op de voet staan,
227;Sinds twee weken heb ik nu last van gevoelige branderige plekken op m'n huid, rond m'n middel, links naast m'n navel en op m'n rug. Het voelt alsof het verbrand is: Heel gevoelig bij aanraking of als kleding erlangs schuurt. Er is echter niets te zien op m'n huid.
228;Sinds vanmorgen heb ik een grote harde vlek op mijn been. Die gloeit heel erg. Onderbeen is ook dik. Heb me niet gestoten. Wat kan dit zijn?
229;Veel last van hoofdpijn en tegelijkertijd jeuk aan borsten/tepel. Wat kan dit zijn?
230;Vlek in de hals, geen medicijngebruik . Heeft er nooit gezeten. 55 jaar.
231;Vrouw 25 jaar, Hallo ik heb een bultje tussen mijn vagina en mijn anus. Heb loop er nu al een tijdje (3 maanden) mee. Het doe ook zeer als ik eraan zit. Durf niet echt naar de dokter dus daarom eerst kijken of ik hier geholpen kan worden. 1528672364836_20180611_001834.jpg
232;Wat is dat. Overal op mijn lichaam heb ik grote rode schilverigge plekken en jeuk
233;kroon
234;Wie kan mij(n man) helpen? Hij heeft enorme zweetvoeten, een gevolg van oververhitte voeten. In de winter heeft hij hier minder last van maar nu het warmer begint te worden. 't is echt niet te doen. Zijn zolen zijn ook altijd week, vol putten en een zachte huid. We hebben al poeders en zalf geprobeerd. Maar misschien is er toch een betere oplossing?
235;Wondjes aan vingermet gele vlek eromheen. Dik en rood. Beweeglijkheid vinger is goed. Wat het beste te doen?
236;Zoontje van 4,5 wordt wakker met rode vlekken alsof ie verbrand is, .ze jeuken en doen pijn, heeft bultjes wat op muggenbulten lijken. Tevens is zijn gezichtje wat opgezwollen
237;hallo ik ben jonge van veertien. ik heb al 2 weken last van mijn tepels. vooral bij de rechter hij is ook beetje gezwollen.
238;hallo ik heb sinds een paar dagen kleine bobeltjes op mijn handen en armen gewoon kleine bobbeltjes geen kleur maar wel tamelijk veel het jeukt ook niet en heb er geen last van weet iemand wat dit is michiel
239;Oprispingen braak neigingen bloed bij braaksel. Obstipatie en bloed bij ontlasting
240;hallo ik heb soms een jeukende pigmentvlek en ook soms jeuk bij en op mijn moedervlek maar ziet er voor de rest gewoon normaal uit maar heb ook gewoon jeuk op andere plekken op het lichaam moet ik mij meteen hierover zorgen gaan hebben, of niet gelijk nodig want ben geen zon aanbidder
241;hallo ik heb van die lichte vlekken op mijn huid in de buurt van mijn schouder het lijkt wel op melasma maar nu jeukt die soms wat kunnen hier de oorzaken van zijn? en moet ik mij zorgen gaan maken het is niet de hele dag door maar afentoe ik smeer er soms nivea op
242;hallo soms heb ik jeuk op mijn huid op verschillende plekken maar niet de hele dag door is dit erg
243;hallo, ik heb sinds een paar dagen heel erge jeuk en brandend gevoel bij mijn vagina. vooral tussen mijn clit en de anus ik heb een gevoel dat het van inwendig komt want daar voel ik het het meeste kan iemand mij helpen wat het zou kunnen zijn of misschien tips. alvast bedankt. gr naomi
244;hallo,ik ben bijna 38 jaar,en een jonge moeder van een zoon van 9. ik krijg al meer rimpels in mijn gezicht!vooral naast mijn mond,frons en voorhoofd.vindt het vreselijk.wie weet wat erg goed helpt?bv schoonheidsspecialiste,creme of botox?help
245;heb enkele maanden een klein bobbeltje ,met witte harde substancie erin. is niet pijnlijk zoals een puist. zou graag willen weten wat het is en hoe het weg gehaald kan worden. omdat het op een genante plek zit wil ik er niet mee naar huisarts.
246;heb sinds kort jeuk tussen me tenen en ook vochtiig hoekan dit
247;hoi, ik ben een jongen van 15. ik heb honderden witte puntjes/vlekjes op mijn penis/balzak. verder heb ik geen last, heb het al rond de 2 en een half jaar. is het een soa? kan iemand alsjeblieft reageren
248;hoi, ik heb een week geleden een henna tattoo laten zetten en kreeg daar na een week veel jeuk aan. nu blijkt dus dat het een allergische reactie is. moet ik hiermee naar de huisarts?
249;hou nadat psoriasis weg is getrokken witte pigmentvlekken over. wie heeft hier ervaring mee?
